current_name,steamid64,oz_id,c_all,c180,c31,c7,first_hit_utc,last_hit_utc
psychedelic,76561198748035294,4367,3,0,0,0,2022-09-18,2023-09-30
queck ozf,76561198159484665,1868,3,0,0,0,2020-07-07,2024-09-30
raised,76561198037787236,1238,3,0,0,0,2016-12-15,2021-02-18
reb.,76561198322658025,989,3,0,0,0,2022-05-22,2024-09-23
ren,76561198010115375,2759,3,0,0,0,2019-09-17,2021-12-20
respekt,76561198016177251,1840,3,0,0,0,2019-01-10,2020-01-17
s1mon,76561198857366167,4488,3,0,0,0,2024-04-30,2024-07-01
sNep0nE [5x30],76561198042198482,5644,3,0,0,0,2024-05-06,2024-11-24
scotch,76561198041597961,35,3,0,0,0,2016-01-20,2016-03-25
shake,76561197995248524,538,3,0,0,0,2014-12-04,2014-12-17
shrak,76561197996236979,4,3,0,0,0,2014-07-20,2014-09-18
smash,76561198015528086,265,3,0,0,0,2014-05-10,2015-02-05
spitty,76561197983385852,1025,3,0,0,0,2017-08-09,2018-03-11
szn,76561198011007928,4994,3,0,0,0,2024-07-21,2024-07-21
terr,76561198094154849,1814,3,0,0,0,2018-06-15,2019-04-20
tommy,76561198041183975,4253,3,0,0,0,2014-06-10,2022-10-25
tsaide,76561198384120999,4115,3,0,0,0,2023-04-07,2024-04-11
unidentified,76561198060379908,1294,3,0,0,0,2020-03-25,2021-04-17
violet,76561199061074522,3493,3,3,1,0,2025-05-26,2025-09-03
xiuh,76561198117053421,682,3,0,0,0,2017-01-21,2019-03-02
y0x,76561198326690605,3498,3,0,0,0,2019-11-18,2020-07-15
zero557,76561198045877467,2431,3,0,0,0,2016-05-28,2016-06-11
zise,76561198079210881,4434,3,0,0,0,2019-01-27,2019-05-26
zoom,76561198841123674,3099,3,0,0,0,2021-04-23,2021-10-17
zuzo_73,76561197976427916,3187,3,2,0,0,2020-08-31,2025-07-17
ПЛЮШКИН,76561197970526522,3449,3,0,0,0,2020-11-18,2021-01-30
𝐝𝐞𝐜𝐞𝐦𝐛𝐞𝐫,76561198410226354,4415,3,0,0,0,2023-05-31,2023-05-31
(503) Ray,76561198018181064,882,2,0,0,0,2021-03-27,2021-04-03
*:･ﾟ✧ Isaac,76561197981158247,4804,2,0,0,0,2022-03-24,2023-09-25
..dt,76561198200159838,70,2,0,0,0,2016-05-02,2016-05-02
1R# Fry_Friday,76561198282430678,2268,2,0,0,0,2019-06-08,2019-06-08
234b203cdba76524f64536d4f7362835,76561198013513215,1681,2,0,0,0,2020-03-10,2020-06-23
>:3 #AkiDus,76561198203516436,4756,2,0,0,0,2022-01-22,2022-01-22
ALL HAIL KING BIG NUTZ 2021,76561198044487625,139,2,0,0,0,2023-12-18,2024-09-04
Absolution,76561198030908640,398,2,0,0,0,2015-01-08,2015-07-08
AccessXJ,76561198074644990,1458,2,0,0,0,2018-09-20,2019-02-17
"Agent ""Cool Shpee""",76561198141557214,2299,2,0,0,0,2019-10-20,2019-11-10
AiM,76561198058943752,472,2,0,0,0,2016-01-02,2016-04-30
Anaximander,76561198306163157,1258,2,0,0,0,2018-02-09,2018-03-23
Apollyon,76561198347418251,4496,2,2,0,0,2025-05-19,2025-06-25
Aqualis,76561198136009488,869,2,0,0,0,2015-08-12,2017-04-14
AustralianBarbarian,76561198148207801,2097,2,0,0,0,2015-10-09,2016-01-21
BLITZEN.,76561198080380481,90,2,0,0,0,2017-04-07,2017-04-07
Baan,76561198855271808,2405,2,0,0,0,2020-07-09,2020-07-09
Benpl,76561198084890757,4863,2,2,0,0,2025-04-23,2025-04-23
Brassy Jazzhole,76561198122962755,4748,2,0,0,0,2023-10-18,2024-05-19
CB120,76561198048049297,5868,2,0,0,0,2017-11-01,2017-11-01
CH,76561198112136037,2990,2,0,0,0,2024-06-16,2024-12-19
Canny,76561198376221252,4230,2,0,0,0,2023-08-19,2024-08-17
Captain Mongolia,76561198360087929,1701,2,0,0,0,2018-07-12,2018-07-29
Chaos,76561198134560227,758,2,0,0,0,2017-02-17,2017-02-17
Chrystal,76561198834826653,4476,2,0,0,0,2024-12-01,2025-01-03
Cle34n,76561198068384632,1563,2,0,0,0,2021-09-08,2021-09-08
CookieOnly,76561199051480203,4585,2,0,0,0,2024-07-07,2024-09-13
DaProtossPro,76561198198988593,903,2,0,0,0,2017-08-21,2017-08-21
Dio,76561198025839341,310,2,0,0,0,2015-10-05,2017-02-11
DoN,76561199171436009,4454,2,0,0,0,2022-12-09,2023-01-20
Donahue,76561198852548403,2774,2,0,0,0,2018-11-06,2018-11-06
Dr. Smash,76561198205888020,2359,2,0,0,0,2023-11-09,2023-12-24
Eve (ALT),76561198158301367,5458,2,0,0,0,2025-01-15,2025-01-15
False,76561198077530684,599,2,0,0,0,2016-11-23,2016-11-23
Flow,76561198113244106,1079,2,0,0,0,2017-01-12,2017-01-12
Frags Assists Deaths,76561197996769455,603,2,0,0,0,2016-10-30,2017-01-12
Gdawg,76561197964116630,2433,2,0,0,0,2020-02-16,2020-02-16
Glazer,76561199154565095,5839,2,0,0,0,2022-09-24,2022-09-24
Glitchy,76561198080270303,5193,2,1,0,0,2024-11-24,2025-07-09
Glossy,76561198052191700,2110,2,0,0,0,2015-03-28,2015-07-26
God,76561198070728092,656,2,0,0,0,2015-09-30,2016-05-21
GodLikePotato,76561198100391806,2264,2,0,0,0,2020-02-20,2020-04-01
Griftz,76561198075942421,1163,2,0,0,0,2016-11-14,2019-11-22
Harken,76561198980331319,3390,2,0,0,0,2020-12-26,2022-05-29
Helios,76561198068109244,373,2,0,0,0,2017-02-27,2017-03-10
HoyMan,76561198150273551,4058,2,0,0,0,2016-03-28,2016-03-28
Jeorge,76561198142777941,240,2,0,0,0,2017-04-18,2017-04-18
June,76561199397549660,5805,2,2,0,0,2025-04-29,2025-04-29
Juno,76561198152327870,4051,2,0,0,0,2022-05-20,2022-12-17
KISUKE,76561198103701614,1348,2,0,0,0,2020-04-10,2020-07-25
Kha,76561198873255596,5319,2,0,0,0,2024-07-27,2025-02-17
Kodes,76561198039771390,3051,2,0,0,0,2020-05-11,2020-06-09
Kony,76561198838132101,4267,2,0,0,0,2022-11-26,2023-01-21
Kristof,76561198267750483,4081,2,0,0,0,2023-01-06,2023-02-12
Less,76561198070680922,3007,2,0,0,0,2014-10-17,2014-11-14
Loopqwe,76561198066886452,1081,2,0,0,0,2018-04-27,2018-04-27
Losertrotsky,76561198005655838,1137,2,0,0,0,2014-11-03,2014-11-03
Lukkas,76561198143724240,2804,2,0,0,0,2020-06-13,2020-11-13
Luna,76561198043298753,1206,2,0,0,0,2017-11-28,2018-02-12
MY AUDIO GOT HACKED PART IIII,76561198361605760,1004,2,0,0,0,2017-07-12,2017-07-12
Meetch,76561198088668204,1704,2,0,0,0,2018-09-26,2019-04-10
Meta,76561198027184354,786,2,0,0,0,2016-05-14,2017-04-10
Mirage,76561198201317313,4016,2,0,0,0,2023-08-17,2023-10-25
Mugen,76561198241447874,4917,2,1,0,0,2024-02-23,2025-04-20
Mups,76561198344833209,4262,2,0,0,0,2022-11-25,2023-10-18
Nah,76561198869190432,4036,2,0,0,0,2023-01-21,2023-10-18
PAN CON QUESO,76561198964264256,2916,2,0,0,0,2021-04-24,2021-04-24
PKThunder,76561198019030072,2170,2,0,0,0,2014-11-28,2014-12-10
Pancakelover,76561198885258799,2522,2,0,0,0,2020-06-29,2023-09-13
PanikenSkywalker,76561198057265615,4085,2,0,0,0,2015-04-15,2015-04-21
Papapatooie,76561198082076705,2615,2,0,0,0,2020-05-01,2020-09-19
Peace.,76561198144046817,822,2,0,0,0,2017-03-22,2017-06-07
Penile punisher,76561198069394883,4574,2,0,0,0,2014-10-09,2014-10-09
Ro1and,76561198911783766,4405,2,0,0,0,2023-02-18,2023-03-30
S5,76561198129288015,566,2,0,0,0,2016-03-14,2016-06-13
SLIDE,76561199785586928,5574,2,0,0,0,2025-01-26,2025-01-26
Saltyy,76561198813549986,1614,2,0,0,0,2020-08-11,2020-08-11
Sav,76561198058760041,597,2,0,0,0,2022-07-17,2024-07-01
Sbeve,76561198054101306,5200,2,0,0,0,2014-02-01,2014-04-20
Scarlllyyy.,76561198156852158,5586,2,1,0,0,2024-11-01,2025-05-23
Shardev,76561198408154036,4257,2,1,0,0,2023-12-10,2025-06-15
Shiiryo :3,76561198128762683,602,2,0,0,0,2016-12-27,2016-12-27
Sho,76561198077533366,469,2,0,0,0,2016-10-24,2017-02-28
Skunde,76561198136866711,1910,2,0,0,0,2016-10-21,2019-06-16
Socolin,76561198354095546,4896,2,1,1,0,2024-06-15,2025-08-17
Starach,76561198084530972,1886,2,0,0,0,2018-11-11,2019-10-01
Styxs,76561198165903221,3570,2,0,0,0,2021-11-12,2023-04-06
Synova,76561198161721793,3520,2,0,0,0,2022-03-24,2022-03-26
Tart,76561198248296912,1966,2,0,0,0,2019-03-25,2019-04-05
Tonton Flairix.,76561198174135997,2397,2,0,0,0,2020-07-27,2021-02-20
Torsos,76561198052159821,226,2,0,0,0,2015-08-22,2016-01-11
Twisty,76561198036751593,857,2,0,0,0,2015-01-26,2015-03-22
UltraPhi,76561198072845816,323,2,0,0,0,2016-04-05,2016-09-10
Vodlob,76561199111638862,5380,2,1,0,0,2024-10-26,2025-04-04
VorteX,76561198337270315,3249,2,0,0,0,2023-06-28,2024-02-09
Watchyosix,76561198057140987,4644,2,0,0,0,2015-07-15,2015-07-15
Will :L,76561198066523910,2202,2,0,0,0,2015-02-24,2020-06-22
Wooks,76561197971400011,386,2,0,0,0,2015-02-20,2015-03-09
YBN Ace,76561198325408008,1410,2,0,0,0,2018-05-05,2018-07-21
Yinsoo,76561198127697875,4600,2,0,0,0,2020-05-31,2020-07-06
^6Sir ^5Bitebo,76561198030385871,5060,2,0,0,0,2018-07-17,2018-07-17
````sawRy,76561197988861667,2565,2,0,0,0,2014-10-22,2014-10-22
akna,76561198135495980,3437,2,0,0,0,2020-03-27,2021-11-29
anna,76561198011579287,477,2,1,0,0,2015-04-16,2025-06-19
au falcon lover,76561198965333020,4847,2,2,0,0,2025-06-21,2025-06-26
ausk,76561198079359037,3746,2,0,0,0,2015-03-22,2015-11-22
b a s e d,76561198831069486,3010,2,0,0,0,2020-09-18,2024-03-31
baro,76561198817823897,2137,2,0,0,0,2019-05-20,2020-06-12
bongo johnny2,76561198913361211,2614,2,1,0,0,2020-07-02,2025-03-27
boost,76561198067771676,330,2,0,0,0,2016-12-07,2017-01-17
box™,76561198289470805,1128,2,0,0,0,2020-04-04,2020-04-14
camm,76561198323423508,595,2,1,1,0,2021-09-27,2025-08-19
cannapuss,76561198031202938,1845,2,0,0,0,2014-12-21,2014-12-21
casper,76561198821693029,2216,2,0,0,0,2019-06-22,2019-06-22
catbob,76561198081905760,1324,2,0,0,0,2014-12-31,2017-07-06
cestro,76561198063814429,1371,2,0,0,0,2015-05-09,2015-07-17
cheesegremlin,76561199051541975,3127,2,0,0,0,2020-08-06,2020-08-06
clockwiz,76561198010512874,5376,2,0,0,0,2024-11-22,2024-11-26
csxGodmode,76561197962168428,3301,2,0,0,0,2021-02-27,2021-02-27
devilwalker,76561199003471119,4412,2,0,0,0,2023-05-10,2023-12-12
dex,76561198290147283,1762,2,0,0,0,2019-09-26,2019-09-26
dgitl,76561198058182599,2616,2,0,0,0,2016-12-18,2022-02-05
dingathy,76561199004835743,5815,2,2,0,0,2025-06-13,2025-08-03
eXabyte,76561197970531764,393,2,0,0,0,2017-02-04,2017-02-04
elmaxo,76561198122259040,4153,2,0,0,0,2021-10-10,2021-10-10
eustress,76561198067898011,5377,2,0,0,0,2024-11-25,2024-11-25
failrail,76561198000086010,2578,2,0,0,0,2020-04-21,2020-10-06
fartsmella,76561198301585642,4018,2,0,0,0,2022-12-07,2022-12-07
filthy fintan,76561198099334542,4683,2,0,0,0,2023-12-24,2024-02-04
fk,76561198126675098,207,2,0,0,0,2016-11-27,2019-10-12
floafers,76561198043905416,553,2,0,0,0,2016-04-25,2016-04-25
froglvvr,76561199422361258,4817,2,2,0,0,2025-05-24,2025-07-29
gode,76561198836003115,2437,2,0,0,0,2021-08-21,2021-09-03
hoosen,76561198051251605,1298,2,0,0,0,2014-12-08,2014-12-08
humble,76561199158854365,5870,2,2,0,0,2025-04-25,2025-07-14
huncho,76561198162196243,3982,2,0,0,0,2022-12-19,2023-02-26
ire / tf.gg,76561198150174109,2917,2,0,0,0,2020-08-31,2020-09-01
jaffy,76561198049427065,4741,2,0,0,0,2015-09-17,2015-09-17
jang,76561198005771536,273,2,0,0,0,2015-09-13,2016-05-01
jay5815,76561198856149112,5948,2,0,0,0,2020-04-12,2020-06-15
john,76561198091233640,2546,2,0,0,0,2020-04-20,2021-07-22
juliangonzales2009@yahoo.com,76561199232111143,5292,2,2,0,0,2025-07-09,2025-07-29
kayne,76561198002573004,2139,2,0,0,0,2020-03-27,2020-08-18
koog,76561198149428528,1242,2,0,0,0,2017-11-08,2017-11-13
lukatha,76561198134340160,1581,2,0,0,0,2019-02-09,2019-06-29
m0ri,76561198127924833,652,2,0,0,0,2016-11-18,2016-12-11
madhoc,76561198095919064,369,2,0,0,0,2017-10-01,2019-01-08
magbo,76561198209987443,2345,2,0,0,0,2018-02-02,2019-11-21
matt,76561198106143178,253,2,0,0,0,2015-08-09,2015-08-09
maya,76561198203627813,1265,2,0,0,0,2016-07-03,2016-07-03
minty,76561198050815941,257,2,0,0,0,2016-02-05,2016-04-27
monnickev,76561198252587162,1795,2,0,0,0,2019-04-08,2019-05-25
mork,76561198160957749,2550,2,0,0,0,2022-03-07,2022-03-07
mosebyy,76561198242823286,969,2,0,0,0,2017-04-28,2017-09-04
mountain.,76561198067729563,210,2,0,0,0,2014-11-09,2016-08-25
nariii,76561198034345996,2909,2,0,0,0,2014-07-06,2014-12-05
nerax,76561198070593983,108,2,0,0,0,2015-08-13,2016-08-23
ness™,76561198131291722,2818,2,0,0,0,2020-07-24,2020-07-30
nixon,76561198068657420,1338,2,0,0,0,2018-06-11,2018-09-30
nofap,76561198399631046,1100,2,0,0,0,2017-12-06,2017-12-06
nojnskgo,76561197960409237,3299,2,0,0,0,2017-01-27,2019-05-06
npzz,76561199019440019,3931,2,0,0,0,2022-03-04,2022-05-07
nrd.,76561198063220775,282,2,0,0,0,2017-06-05,2017-06-05
open champion,76561198049420783,1718,2,0,0,0,2016-01-22,2017-12-22
orkpeko,76561198283749698,5954,2,0,0,0,2022-07-31,2022-07-31
pasteurised,76561198169882399,2953,2,0,0,0,2020-06-11,2021-02-18
ralf,76561198870074923,3674,2,0,0,0,2021-07-01,2021-08-02
roastchicken12,76561198863515158,4908,2,0,0,0,2024-04-27,2024-11-03
sadgasm,76561198008230563,449,2,0,0,0,2015-02-01,2015-02-01
sahyeong,76561198093847850,1699,2,0,0,0,2015-01-25,2015-01-25
salad,76561198234831480,2116,2,0,0,0,2022-10-08,2023-07-20
seji,76561198126480635,920,2,0,0,0,2016-12-19,2017-06-02
seo,76561198051774382,3376,2,0,0,0,2021-10-17,2021-11-14
sheep,76561198002489425,2535,2,0,0,0,2013-08-23,2014-08-17
skyzeki,76561198202461750,1995,2,0,0,0,2019-03-15,2019-03-24
snips,76561198065319798,1000,2,0,0,0,2015-03-26,2015-03-26
sober,76561198263938120,2398,2,0,0,0,2020-04-19,2020-04-22
spinach (basically trackpad),76561198042539541,5526,2,0,0,0,2015-12-19,2016-02-26
stargazer,76561198208280527,4530,2,2,0,0,2025-03-29,2025-08-03
the,76561198299475261,4452,2,0,0,0,2023-10-18,2023-10-18
tk,76561198441381078,2445,2,0,0,0,2020-08-25,2020-08-27
tosm,76561198130032444,1873,2,0,0,0,2019-01-12,2019-01-12
towser,76561198074861637,301,2,0,0,0,2015-06-30,2015-06-30
vclocks,76561198043903738,548,2,0,0,0,2016-01-26,2016-03-05
wooki,76561198044012493,424,2,0,0,0,2014-07-04,2016-02-04
xyph,76561198050435087,159,2,0,0,0,2016-06-06,2016-09-24
ya_yeet,76561198301211936,1070,2,0,0,0,2017-06-23,2017-07-30
yoof ?,76561199013368614,3296,2,0,0,0,2022-02-02,2022-02-02
zHeixer,76561198148340376,3569,2,0,0,0,2023-12-21,2024-03-10
zippy,76561198435996083,2941,2,0,0,0,2021-12-11,2022-06-21
ุ,76561198084134025,2768,2,0,0,0,2020-04-02,2020-04-02
‎ ‎ ‎ ‎ ‎ ‎,76561199467540344,5191,2,0,0,0,2023-06-24,2023-07-12
★I shpee★,76561198035515454,515,2,0,0,0,2015-10-30,2016-03-25
❤henwe❤,76561198211044856,3854,2,0,0,0,2021-10-05,2021-10-05
❤️ YouWish ❤️,76561198154414336,18,2,0,0,0,2016-02-20,2016-11-13
人,76561198943553112,4358,2,0,0,0,2020-06-04,2020-06-24
-=TSON=-,76561198060727271,552,1,0,0,0,2015-05-28,2015-05-28
-ideknoo,76561198132604281,1032,1,0,0,0,2018-02-06,2018-02-06
/dev/zero,76561198037529561,2,1,0,0,0,2015-12-09,2015-12-09
101,76561198093453686,1864,1,0,0,0,2021-02-03,2021-02-03
3nzo,76561198108445926,999,1,0,0,0,2020-01-09,2020-01-09
4HEAD d0pple.,76561198167222807,2190,1,0,0,0,2019-07-09,2019-07-09
4NNg,76561198074630087,1969,1,0,0,0,2014-05-22,2014-05-22
< blank >,76561198082223737,313,1,0,0,0,2017-04-23,2017-04-23
ALo,76561199470255193,5787,1,1,0,0,2025-06-21,2025-06-21
ANML,76561198260039591,5135,1,0,0,0,2025-03-04,2025-03-04
ATeamOfKittens,76561198274087817,614,1,0,0,0,2017-09-03,2017-09-03
Aaron,76561197999099632,5091,1,0,0,0,2022-06-06,2022-06-06
Adli,76561198274128019,1767,1,0,0,0,2018-11-07,2018-11-07
Aerin,76561198279013154,2970,1,0,0,0,2021-07-29,2021-07-29
Agent Milky Fresh,76561198027554223,1512,1,0,0,0,2020-07-02,2020-07-02
AlezMatt,76561198355083366,4983,1,0,0,0,2024-03-23,2024-03-23
Alicae,76561198338015818,3975,1,0,0,0,2022-04-22,2022-04-22
Alsander and Ciaran,76561198192632255,2186,1,0,0,0,2024-08-09,2024-08-09
Annabelle,76561198025225448,2189,1,0,0,0,2017-10-06,2017-10-06
Arctic Wolf™,76561198141753331,1638,1,0,0,0,2019-06-16,2019-06-16
Arie,76561197960497430,5253,1,0,0,0,2014-10-11,2014-10-11
Ariel ♔,76561198119880299,1547,1,0,0,0,2018-05-26,2018-05-26
Array-,76561198042271013,1099,1,0,0,0,2018-01-05,2018-01-05
Astolfodaisuki :D,76561198022532055,1089,1,0,0,0,2014-03-30,2014-03-30
Audax,76561198113662788,1478,1,0,0,0,2019-10-09,2019-10-09
Avo,76561198179597498,3071,1,0,0,0,2021-07-24,2021-07-24
Axolotl,76561198150760829,1616,1,0,0,0,2021-01-25,2021-01-25
BAD,76561198200955590,4978,1,0,0,0,2024-05-09,2024-05-09
BEN-E ♡,76561198078683129,2067,1,0,0,0,2019-03-30,2019-03-30
BMO,76561198281399745,4483,1,0,0,0,2022-05-27,2022-05-27
Bean Dip,76561198072625764,1200,1,0,0,0,2019-03-03,2019-03-03
BeluGerin,76561199101640406,5003,1,0,0,0,2024-02-28,2024-02-28
BillNyeTheAussieSpy,76561199190836504,4818,1,0,0,0,2023-11-26,2023-11-26
Blender,76561198896286967,3165,1,0,0,0,2020-11-21,2020-11-21
Bluemmy,76561198223299712,2870,1,0,0,0,2022-02-18,2022-02-18
Bluey,76561198057263342,3425,1,0,0,0,2015-09-04,2015-09-04
Blunderr,76561198149196341,902,1,0,0,0,2017-07-09,2017-07-09
Bobby,76561198341487196,3969,1,0,0,0,2024-06-03,2024-06-03
Bree,76561198367353521,4379,1,0,0,0,2024-06-04,2024-06-04
Brodes,76561198028446436,780,1,0,0,0,2014-06-26,2014-06-26
Br❤nte,76561197999657456,1310,1,0,0,0,2024-06-23,2024-06-23
BustaChime,76561198049954127,5331,1,0,0,0,2024-10-05,2024-10-05
Bykeshgoly,76561198075046784,835,1,0,0,0,2017-06-03,2017-06-03
Bé Na,76561198918296894,4754,1,0,0,0,2024-07-05,2024-07-05
CO_Moment,76561198904933247,4848,1,0,0,0,2023-11-22,2023-11-22
Cacner,76561198262856295,759,1,0,0,0,2017-02-18,2017-02-18
Captain Sigma!,76561199091886156,5334,1,0,0,0,2025-02-01,2025-02-01
Coldbloody,76561198050114034,4956,1,0,0,0,2014-09-10,2014-09-10
CupFake,76561198038485845,1014,1,0,0,0,2016-09-19,2016-09-19
Dawgz,76561198076660131,1607,1,0,0,0,2018-07-14,2018-07-14
Dede,76561198171707301,2902,1,0,0,0,2020-12-21,2020-12-21
DeeDee,76561198053237923,125,1,0,0,0,2016-10-20,2016-10-20
Drugz,76561199096861451,3695,1,0,0,0,2023-03-12,2023-03-12
Enzanorm,76561198081806163,876,1,0,0,0,2020-01-24,2020-01-24
Ep1x,76561198342284039,2939,1,0,0,0,2021-08-14,2021-08-14
Flashey,76561198076078129,1745,1,0,0,0,2017-10-02,2017-10-02
Fogel,76561198062086132,377,1,0,0,0,2016-02-22,2016-02-22
Forty-Bot,76561198076693960,4503,1,0,0,0,2020-06-07,2020-06-07
Fozzlm,76561198042906736,15,1,0,0,0,2016-10-09,2016-10-09
Frosty Titties™,76561198357873392,1794,1,0,0,0,2019-02-22,2019-02-22
GLK,76561198202690152,318,1,0,0,0,2016-05-13,2016-05-13
GRIME,76561198079667313,2898,1,0,0,0,2023-09-24,2023-09-24
GangstaGoose,76561198081165814,839,1,0,0,0,2016-08-13,2016-08-13
Goddo,76561198051156176,1208,1,0,0,0,2021-03-30,2021-03-30
Grape,76561198313969902,2727,1,0,0,0,2018-10-24,2018-10-24
GunGuy,76561198124510978,3794,1,0,0,0,2021-11-26,2021-11-26
HOB DOB GUM,76561198129075055,2491,1,0,0,0,2020-02-01,2020-02-01
HOWN memes,76561198084661406,3272,1,0,0,0,2021-02-14,2021-02-14
Haggis,76561198152017658,1917,1,0,0,0,2019-11-09,2019-11-09
HanDNam,76561198083758556,5531,1,0,0,0,2018-02-10,2018-02-10
Hawkite,76561198349359929,1223,1,0,0,0,2017-12-04,2017-12-04
Hermetica,76561198957454585,2172,1,0,0,0,2019-09-08,2019-09-08
Hokuto,76561198048143510,1994,1,0,0,0,2019-03-30,2019-03-30
Husky in Alaska,76561198176360750,2956,1,0,0,0,2021-08-18,2021-08-18
Imperix,76561198166414910,3274,1,0,0,0,2017-11-24,2017-11-24
InFern0,76561198077099773,4641,1,0,0,0,2017-01-20,2017-01-20
Incarnus,76561198006645018,426,1,0,0,0,2017-02-07,2017-02-07
Inflict_Havoc,76561198153360103,2441,1,0,0,0,2020-03-16,2020-03-16
Izzy,76561198404436921,2292,1,0,0,0,2019-11-10,2019-11-10
JP,76561198026221737,3021,1,0,0,0,2024-06-27,2024-06-27
Jamez128129,76561198093826079,1803,1,0,0,0,2018-10-27,2018-10-27
Jared Leto,76561198256293447,5281,1,0,0,0,2018-02-10,2018-02-10
Jason Yan,76561198839456993,1719,1,0,0,0,2018-09-01,2018-09-01
Java59,76561198046155493,2642,1,0,0,0,2018-03-12,2018-03-12
JelIojiggler,76561199058981206,5675,1,1,0,0,2025-03-24,2025-03-24
Jesa,76561198071647737,1817,1,0,0,0,2018-03-16,2018-03-16
Jimmy,76561198059880770,783,1,0,0,0,2016-01-21,2016-01-21
Jinx,76561198034987967,1246,1,0,0,0,2014-11-28,2014-11-28
Joy.,76561198062603818,502,1,0,0,0,2016-09-19,2016-09-19
JugHead,76561198114161904,1105,1,0,0,0,2015-06-26,2015-06-26
Juustin,76561198121922413,3921,1,0,0,0,2021-03-28,2021-03-28
Kai,76561198036241836,4034,1,0,0,0,2024-12-28,2024-12-28
Karnine,76561198129430133,1326,1,0,0,0,2018-02-19,2018-02-19
Katia,76561198977212642,2739,1,0,0,0,2022-01-25,2022-01-25
Kawiowo,76561199025698605,2492,1,0,0,0,2021-06-23,2021-06-23
Kev,76561198043800594,1714,1,0,0,0,2014-11-27,2014-11-27
Kicri,76561198856273003,2275,1,0,0,0,2020-07-27,2020-07-27
Killing,76561198107392931,280,1,0,0,0,2016-09-18,2016-09-18
Kim Jong Un,76561198114030585,3469,1,0,0,0,2021-10-20,2021-10-20
Kopz,76561199263869319,4626,1,0,0,0,2023-11-29,2023-11-29
Kuromi Cute,76561198399957938,5659,1,0,0,0,2020-07-25,2020-07-25
L1lac,76561198035297529,526,1,0,0,0,2017-03-23,2017-03-23
LSD,76561198045638082,387,1,0,0,0,2016-10-14,2016-10-14
LZER,76561198282225659,1592,1,0,0,0,2017-10-25,2017-10-25
Le0p0ld,76561198118298922,1255,1,0,0,0,2017-03-07,2017-03-07
Le_Insurgency,76561198423859644,3617,1,0,0,0,2024-06-22,2024-06-22
Link,76561198043171944,2651,1,0,0,0,2022-02-05,2022-02-05
Lules,76561198074341306,592,1,0,0,0,2016-11-11,2016-11-11
Maestro[FmJ],76561197996842734,4490,1,0,0,0,2023-09-21,2023-09-21
Mahery,76561198076205439,2746,1,0,0,0,2020-12-01,2020-12-01
Maplemage,76561198026584251,5360,1,0,0,0,2014-10-26,2014-10-26
Marshall,76561198007861522,968,1,0,0,0,2018-09-29,2018-09-29
Marx's Most Autistic Puppygirl,76561198183548195,5738,1,0,0,0,2024-09-29,2024-09-29
Mav,76561197990066767,734,1,0,0,0,2014-06-29,2014-06-29
Mavv,76561198071928513,3912,1,0,0,0,2014-01-23,2014-01-23
Maximus,76561198059689556,697,1,0,0,0,2023-02-25,2023-02-25
Merg@ntin,76561198272591263,2297,1,0,0,0,2020-05-20,2020-05-20
Miffy,76561198871847369,2102,1,0,0,0,2022-04-13,2022-04-13
Mitsuha Miyamizu,76561198135544065,556,1,0,0,0,2016-08-09,2016-08-09
Mizz,76561198213793444,1411,1,0,0,0,2018-03-26,2018-03-26
ModernG,76561198113768380,1241,1,0,0,0,2014-12-25,2014-12-25
Mr Pie,76561198015515236,5020,1,0,0,0,2024-02-28,2024-02-28
Mr. Red,76561198045832226,1332,1,0,0,0,2018-09-26,2018-09-26
Mrteapot,76561198833681149,2436,1,0,0,0,2019-01-31,2019-01-31
Ms. Wizard,76561198110462830,2062,1,0,0,0,2023-11-17,2023-11-17
Muudbone,76561198034462711,1990,1,0,0,0,2019-06-07,2019-06-07
MyDearBeatle,76561198056760638,1682,1,0,0,0,2020-03-30,2020-03-30
Mythic,76561198028616665,3320,1,0,0,0,2021-10-09,2021-10-09
Mythril,76561198359509787,3405,1,0,0,0,2021-02-06,2021-02-06
NEBU!A,76561198431725617,5185,1,1,0,0,2025-07-16,2025-07-16
Nacht,76561198085087747,4039,1,0,0,0,2023-08-11,2023-08-11
Natalexei,76561198100477765,4879,1,0,0,0,2023-06-18,2023-06-18
Nick,76561198079302993,651,1,0,0,0,2016-12-03,2016-12-03
Nipsii,76561198332798140,1774,1,0,0,0,2017-08-07,2017-08-07
OPHOMO,76561198009208210,3657,1,0,0,0,2014-05-25,2014-05-25
OSFA,76561198067332644,1373,1,0,0,0,2017-04-24,2017-04-24
Obtime,76561198082688866,683,1,0,0,0,2018-01-15,2018-01-15
P4NDA_HABIB,76561198072527148,2808,1,0,0,0,2020-05-23,2020-05-23
Pahan,76561198082645704,1225,1,0,0,0,2017-05-30,2017-05-30
Parelli,76561198026093455,389,1,0,0,0,2014-10-02,2014-10-02
Pesty,76561198071504548,3430,1,0,0,0,2021-05-09,2021-05-09
PhiPhi,76561198073143375,531,1,0,0,0,2023-06-18,2023-06-18
Pinhead Larry,76561198085812423,1202,1,0,0,0,2015-02-21,2015-02-21
Pique,76561198009308903,176,1,0,0,0,2016-10-23,2016-10-23
Polar,76561198155913634,5848,1,1,0,0,2025-07-29,2025-07-29
Posse & Almonds,76561198305761616,3774,1,0,0,0,2022-09-23,2022-09-23
